Dhid,East,North,Elev,TD,Exp_Line,Year
DH_1088-1,8083.776,67115.198,847.89,55,,
DH_2282-1,7893.062,68273.482,817.832,70,,
DH_2282-2,7898.13,68300.576,816.67,70,,
DH_2607-1,7802.13,68315.49,816.03,65,,
DH_1086-1,7911.724,67156.763,846.000,30,,
DH_2608-1,7694.68,68313.82,815.48,65,,
DH_1086-2,7973.82,67156.38,843.40,40,,
DH_832-1,7605.16,68342.56,813.97,70,,
DH_832-2,7606.064,68328.294,814.497,60,,
DH_BW2121,7737.324,67050.514,849.79,50,,
DH_2611-1,7468.47,68424.00,810.32,70,,
DH_980-1,7339.381,68498.799,811.08,55,,
DH_2128-1,7179.22,68527.79,809.90,65,,
DH_2128-2,7183.488,68498.343,810.121,60,,
DH_2127-1,7406.992,66946.748,856.27,55,,
DH_2122-1,7062.267,68602.885,809.48,55,,
DH_2122-2,7059.247,68529.669,809.481,60,,
DH_2393-1,7294.122,66909.912,858.84,55,,
DH_2118-1,6953.14,68538.81,807.82,60,,
DH_2118-2,6953.490,68502.849,808.935,55,,
DH_1028-1,6608.658,68650.94,806.76,55,,
DH_2385-1,6875.433,67427.402,829.66,110,,
DH_2385-2,6896.724,67384.963,831.81,95,,
DH_2266-1,6740.737,68622.671,806.96,55,,
DH_1026-1,6438.413,68616.014,805.36,55,,
DH_BW1051,6990.445,66855.262,859.63,55,,
DH_1024-1,6279.305,68605.128,804.30,55,,
DH_2377-1,6864.32,66843.60,856.57,55,,
DH_1035-1,6050.69,68476.30,807.67,70,,
DH_2617-1,6764.61,66817.67,864.73,55,,
DH_2094-1,5920.55,68435.31,802.73,65,,
DH_852-1,5824.50,68381.87,803.16,70,,
DH_1106-1,6616.35,66802.90,852.04,55,,
DH_2086-1,5711.25,68314.56,801.59,65,,
DH_2092-1,6527.79,66771.51,850.51,55,,
DH_1029-1,5575.01,68307.19,801.37,65,,
DH_2622-1,6373.12,66724.50,847.35,55,,
DH_2077-1,5439.77,68309.22,800.28,55,,
DH_2623-1,6273.501,66689.608,844.88,55,,
DH_2368-1,5320.90,68296.57,800.79,55,,
DH_2624-1,6139.89,66615.03,843.40,55,,
DH_2538-1,6030.04,66589.76,843.01,55,,
DH_2629-1,5900.67,66510.47,842.92,55,,
DH_1098-1,5096.005,68194.854,799.3,35,,
DH_2630-1,4982.29,68139.39,799.21,55,,
DH_2633-1,5821.66,66439.63,842.37,55,,
DH_2361-1,4876.68,68043.05,799.39,55,,
DH_1111-1,5696.11,66346.70,842.13,55,,
DH_2050-1,5579.93,66315.61,838.55,55,,
DH_1114-1,5472.83,66268.79,824.42,55,,
DH_2642-1,4518.58,67806.03,800.50,55,,
DH_2256-1,5396.599,66223.432,818.42,55,,
DH_2644-1,4376.99,67747.20,801.33,55,,
DH_1115-1,5266.58,66164.23,823.10,55,,
DH_2193-1,4210.10,67602.82,800.56,55,,
DH_2646-1,5100.43,66005.68,830.11,60,,
DH_2647-1,4007.32,67539.84,801.06,55,,
DH_1117-1,4873.74,65961.75,829.13,65,,
DH_2198-1,3796.159,67513.406,797.16,55,,
DH_2651-1,4676.44,65837.96,828.57,60,,
DH_999-1,4475.93,65767.01,824.93,60,,
DH_2341-1,3237.46,67482.70,794.19,55,,
DH_2655-1,4076.03,65665.02,820.80,65,,
DH_2220-1,3002.68,67562.80,792.40,55,,
DH_2656-1,3906.87,65498.50,822.74,70,,
DH_796-1,2878.94,67494.27,790.86,55,,
DH_914-1,3707.35,65407.58,821.48,70,,
DH_914-2,3686.798,65463.55,820.15,58,,
DH_2331-1,3564.80,65352.76,820.28,65,,
DH_986-1,2607.29,67462.46,789.74,55,,
DH_986-2,2618.432,67432.463,790.233,45,,
DH_986-3,2633.803,67388.828,790.800,60,,
DH_1128-1,3416.96,65293.50,819.92,65,,
DH_2016-1,3257.42,65269.61,818.59,75,,
DH_811-1,2156.35,67391.38,785.08,60,,
DH_811-2,2201.69,67290.93,787.12,80,,
DH_2011-1,2927.15,65172.19,815.41,65,,
DH_1129-1,2772.11,65128.48,812.71,70,,
DH_2007-1,2597.94,65160.68,810.20,75,,
DH_935-1,2385.77,65165.987,807.09,60,,
DH_1107-1,2030.336,65089.255,805.31,65,,
DH_925-1,2066.142,65014.017,806.87,65,,
DH_913-1,1784.149,64635.837,811.95,80,,
DH_915-1,1571.50,64254.88,825.18,55,,
